Time Box BB PB PL PS MA SG ZS ZM ZL ZG AUR SQX BMD BD BG BMS DUN BML PWN BFF BIV GEC BC HEP HEC FPS POP CHY CHS CSY CSS CSN CDS CNY CNS CHC CYE CKS CRH CRW CRC COH COS COD COY COR CDR CMS CMF CMH PIS SAL SAF FMM FVS ROC MRO DVR MVR SMD FDF HAP DOG SBL SSK RAT SB SP BE HSL CSL PIN PHR ROR TOR HUW DL DR DC
0.000000e+00 10 0.000000e+00 2.123582e+02 2.795004e+02 1.471055e+01 0.000000e+00 0.000000e+00 7.432536e-01 1.163723e+01 2.973014e-01 1.387213e+01 1.387213e+01 4.586936e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.930243e+02 0.000000e+00 7.041932e+01 0.000000e+00 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 2.569117e-03 1.599808e-04 1.108706e-06 8.371070e-05 1.126265e-03 5.145977e-03 2.529562e-01 1.273510e-03 7.402107e+00 2.386834e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 2.678299e+02 2.716302e+00 2.828612e+01 8.475647e+00 3.911062e+00 1.963882e+00 5.225664e+00 1.805159e-01 1.723671e-01 5.160046e+01 2.351530e+02 0.000000e+00 5.622977e+01 0.000000e+00 2.142303e+01 9.049117e+00 4.957924e-02 6.446883e-02 1.432084e-01 2.995254e+00 5.082355e+00 5.044313e-03 3.634384e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.064620e+01
0.000000e+00 11 0.000000e+00 3.863425e+02 4.556860e+02 2.398347e+01 0.000000e+00 0.000000e+00 1.352199e+00 2.117157e+01 5.408795e-01 4.224515e+01 4.224515e+01 8.344998e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.017023e+02 0.000000e+00 6.608842e+01 0.000000e+00 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 1.036449e-01 6.454827e-03 4.473017e-05 3.377264e-03 4.538035e-02 5.145977e-03 2.529562e-01 5.131327e-02 7.409908e+00 2.393098e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 2.678299e+02 2.716302e+00 2.828612e+01 1.990743e+01 1.734459e+01 1.484191e+00 3.949263e+00 1.364237e-01 1.302365e-01 3.668365e+01 1.220599e+02 0.000000e+00 5.142320e+01 0.000000e+00 2.258802e+01 1.622600e+01 8.298174e-02 1.149324e-01 5.523313e-01 5.449025e+00 9.245882e+00 9.186203e-03 6.611918e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.721585e+02
0.000000e+00 12 0.000000e+00 1.168784e+04 4.942888e+03 2.601520e+02 0.000000e+00 0.000000e+00 9.759345e+01 1.303194e+02 1.010998e+02 5.161708e+02 5.161708e+02 1.262287e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.168784e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.148803e+01 0.000000e+00 1.027183e+02 7.560657e+01 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 3.122142e-05 1.946351e-06 1.348033e-08 1.017806e-06 1.370730e-05 5.145977e-03 2.529562e-01 1.549935e-05 7.401911e+00 2.386677e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 2.678299e+02 2.716302e+00 2.828612e+01 2.508585e+02 3.014084e+02 6.681709e+01 1.777926e+02 6.141687e+00 5.864586e+00 1.978804e+02 3.446869e+02 3.995064e+02 6.327968e+02 0.000000e+00 1.567277e+02 5.488758e+02 4.896972e+00 3.922372e+00 5.368703e-01 1.878145e+01 0.000000e+00 0.000000e+00 2.000187e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.076648e+03
0.000000e+00 13 0.000000e+00 5.099155e+03 2.421176e+03 1.274303e+02 0.000000e+00 0.000000e+00 3.314451e+01 1.175355e+02 2.243628e+01 4.784154e+03 4.784154e+03 5.507087e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.424935e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.272269e+02 0.000000e+00 6.563846e+01 1.778903e+01 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 7.765826e-02 4.836425e-03 3.351509e-05 2.530491e-03 3.400226e-02 5.145977e-03 2.529562e-01 3.844762e-02 7.407902e+00 2.391488e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 2.678299e+02 2.716302e+00 2.828612e+01 2.781666e+02 1.173419e+02 3.868633e+01 1.029399e+02 3.555966e+00 3.395509e+00 6.580715e+01 4.812318e+02 1.071109e+02 4.515961e+02 0.000000e+00 5.195212e+01 6.646420e+01 2.072777e+00 1.783297e+00 5.314517e-01 8.193697e+00 0.000000e+00 3.865610e-01 8.726321e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.620701e+02
0.000000e+00 14 0.000000e+00 9.390060e+03 2.448300e+03 1.288579e+02 0.000000e+00 0.000000e+00 9.624812e+00 1.633870e+02 1.995388e+01 1.289963e+03 1.289963e+03 5.070632e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.042545e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.874490e+01 0.000000e+00 1.943984e+01 4.537693e-01 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 9.420055e-03 5.886533e-04 4.053865e-06 3.060792e-04 4.120917e-03 5.145977e-03 2.529562e-01 4.659675e-03 7.402639e+00 2.387259e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 2.678299e+02 2.716302e+00 2.828612e+01 2.090591e+02 0.000000e+00 9.250191e+01 2.461370e+02 8.502581e+00 8.118940e+00 2.028599e+01 1.931052e+02 5.882233e+01 2.445730e+02 1.390057e-01 1.705671e+01 9.136488e+01 1.696019e+00 1.420893e+00 1.332786e-01 7.544530e+00 0.000000e+00 3.559249e-01 8.034729e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.407298e+03
0.000000e+00 15 0.000000e+00 8.501677e+02 4.141475e+02 2.179724e+01 0.000000e+00 0.000000e+00 5.526090e+00 1.959636e+01 3.740738e+00 7.976484e+02 7.976484e+02 9.181811e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.269710e+00 0.000000e+00 2.821413e+01 2.789367e-02 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 2.142098e-04 1.333965e-05 9.231083e-08 6.969749e-06 9.341879e-05 5.145977e-03 2.529562e-01 1.056321e-04 7.401926e+00 2.386688e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 2.678299e+02 2.716302e+00 2.828612e+01 7.731443e+00 3.195659e+00 1.465906e+01 3.900608e+01 1.347430e+00 1.286570e+00 2.372833e+00 2.185160e+01 1.175688e+01 3.166636e+01 0.000000e+00 2.036337e+00 9.798010e+00 7.944825e-02 6.171223e-02 2.370694e-01 1.366212e+00 0.000000e+00 6.444226e-02 1.454839e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.108168e+02
0.000000e+00 16 0.000000e+00 6.950856e+03 1.346201e+03 7.085271e+01 0.000000e+00 0.000000e+00 7.124628e+00 1.209449e+02 1.477057e+01 9.548764e+02 9.548764e+02 3.753463e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.977978e+01 0.000000e+00 0.000000e+00 1.648546e-01 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 1.309057e-03 8.165196e-05 5.641220e-07 4.259292e-05 5.727371e-04 5.145977e-03 2.529562e-01 6.476153e-04 7.402010e+00 2.386756e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 3.053951e+02 2.716302e+00 2.828612e+01 8.384688e+01 0.000000e+00 4.422414e+01 1.176754e+02 4.064990e+00 3.881604e+00 3.269140e+00 8.213663e+01 1.893427e+02 6.387119e+01 1.032421e-01 2.811613e+01 2.755924e+02 5.534324e-01 4.947205e-01 0.000000e+00 5.584779e+00 0.000000e+00 2.634844e-01 5.947469e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.559771e+02
0.000000e+00 17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 18 0.000000e+00 3.280797e+04 5.471938e+03 2.879968e+02 0.000000e+00 0.000000e+00 3.362817e+01 5.708587e+02 6.971694e+01 4.507007e+03 4.507007e+03 1.771631e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.476359e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.321276e+02 3.958964e-01 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 3.309265e-02 2.060287e-03 1.428620e-05 1.078652e-03 1.448944e-02 5.145977e-03 2.529562e-01 1.638375e-02 7.404462e+00 2.388726e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 0.000000e+00 2.716302e+00 2.828612e+01 5.632997e+02 0.000000e+00 9.597135e+01 2.553688e+02 8.821485e+00 8.423425e+00 1.179922e+01 1.478846e+02 1.181130e+03 1.690615e+02 4.865201e-01 1.658689e+02 4.848142e+03 4.651505e-01 1.002601e-01 2.916628e-01 2.635967e+01 0.000000e+00 2.608882e+00 2.807297e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.552034e+03
0.000000e+00 19 0.000000e+00 2.452683e+04 2.483041e+03 1.306864e+02 0.000000e+00 0.000000e+00 6.213463e+01 2.195151e+02 1.737317e+02 1.688383e+03 1.688383e+03 8.829658e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.905366e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.834973e+01 1.890410e+02 7.144561e-01 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 6.735838e-02 4.196529e-03 2.906996e-05 2.194870e-03 2.949251e-02 5.145977e-03 2.529562e-01 3.334828e-02 7.407110e+00 2.390849e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 3.053951e+02 2.716302e+00 2.828612e+01 3.374134e+02 0.000000e+00 4.264971e+00 1.134860e+01 3.920272e-01 3.742646e-01 7.148809e+00 1.608796e+02 5.586794e+02 8.225811e+01 2.422479e-01 9.557697e+01 2.081359e+03 1.167707e-01 1.845142e-02 3.050632e-01 1.313747e+01 0.000000e+00 1.300253e+00 1.399143e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.358639e+03
0.000000e+00 20 0.000000e+00 6.097680e+04 1.007497e+04 5.302618e+02 0.000000e+00 0.000000e+00 6.250122e+01 1.060996e+03 1.295757e+02 8.376710e+03 8.376710e+03 3.292747e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.018313e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.496969e+02 1.101114e+02 5.218314e+02 3.050531e+01 1.034550e-01 6.917742e+00 1.020482e-01 1.004620e+00 2.015001e-01 1.254909e-02 8.696170e-05 6.565872e-03 8.822574e-02 5.145977e-03 2.529562e-01 9.976015e-02 7.417461e+00 2.399163e+01 9.087332e+00 5.820326e+00 4.381620e-02 2.268000e+01 3.909765e+00 1.101735e-02 3.860542e+01 6.095764e+01 0.000000e+00 0.000000e+00 2.716302e+00 2.828612e+01 8.489910e+02 0.000000e+00 2.071931e+01 5.513171e+01 1.904475e+00 1.818549e+00 1.136405e+02 9.621325e+02 1.320667e+03 5.207727e+02 9.042121e-01 3.091146e+02 3.790831e+03 8.380438e-01 6.987976e-01 6.223278e-01 4.899172e+01 0.000000e+00 4.848881e+00 5.217607e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.405189e+03
