Time BB PB PL PS MA SG ZS ZM ZL ZG AUR SQX BMD BD BG BMS DUN BML PWN BFF BIV GEC BC HEP HEC FPS POP CHY CHS CSY CSS CSN CDS CNY CNS CHC CYE CKS CRH CRW CRC COH COS COD COY COR CDR CMS CMF CMH PIS SAL SAF FMM FVS ROC MRO DVR MVR SMD FDF HAP DOG SBL SSK RAT SB SP BE HSL CSL PIN PHR ROR TOR HUW DL DR DC DIN RelBB RelPB RelPL RelPS RelMA RelSG RelZS RelZM RelZL RelZG RelAUR RelSQX RelBMD RelBD RelBG RelBMS RelDUN RelBML RelPWN RelBFF RelBIV RelGEC RelBC RelHEP RelHEC RelFPS RelPOP RelCHY RelCHS RelCSY RelCSS RelCSN RelCDS RelCNY RelCNS RelCHC RelCYE RelCKS RelCRH RelCRW RelCRC RelCOH RelCOS RelCOD RelCOY RelCOR RelCDR RelCMS RelCMF RelCMH RelPIS RelSAL RelSAF RelFMM RelFVS RelROC RelMRO RelDVR RelMVR RelSMD RelFDF RelHAP RelDOG RelSBL RelSSK RelRAT RelSB RelSP RelBE RelHSL RelCSL RelPIN RelPHR RelROR RelTOR RelHUW RelDL RelDR RelDC RelDIN MigHEP MigHEC MigCHY MigCHS MigCSY MigCSS MigCSN MigCDS MigCNY MigCNS MigCHC MigCYE MigCKS MigCOH MigCOS MigCOD MigCOY MigCMS MigCMF MigCMH MigPIS MigSAL MigSAF MigDOG MigBE MigCSL MigPIN MigROR MigTOR MigHUW PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
1.000000e+01 4202047.270909 727868.956115 39601.727178 37699.205959 141151.340941 12352.940253 1227.435124 10299.229526 3446.497523 142465.338559 142465.338558 3931.806603 69170.163969 236571.770629 972.108472 363.049703 22129.847245 9666.567854 2658.984805 12179.336434 396985.970187 206719.036598 154407.871543 12467.576857 1424.154266 6503.600698 1019.282909 67.305257 4224.098067 30.705155 420.237343 36.346952 18.309627 0.092040 10.934008 3093.517414 4.517154 150.030751 187.696775 483.062832 1375.454669 572.014131 699.886381 12.187132 2701.191908 312.555261 1.075369 41568.435563 74559.852475 560.727822 25569.731067 835.161897 16630.578750 19937.004827 1419.936134 2248.437728 5111.527728 208.840041 164.921592 4564.125402 27563.018614 9223.511184 7474.731131 7.069659 2621.285214 60992.253773 55.462663 45.177148 10.667103 512.991949 410.702382 23.168691 543.590670 445.498426 192.927478 429.770545 7506574.915851 60052599.326811 14333.395292 31618017.332196 0.999613 1.029872 0.268432 4.855187 2.047453 1.002564 0.633255 1.012305 0.985131 1.001882 1.001882 1.011904 0.997554 1.002829 1.022271 1.103852 1.009790 0.996148 0.999928 1.017559 0.999283 1.002237 0.998054 0.970686 0.963710 0.926222 0.963101 3.227102 2.822613 2.356347 2.525008 2.542896 2.843431 2.863871 2.818074 134.548432 3.503576 2.740710 28.682756 1.120253 0.990819 0.921455 1.811882 3.455897 1.743481 1.378314 1.682877 1.492480 1.402663 1.504011 1.387483 1.394072 2.717810 0.964433 0.990417 0.946825 0.808935 0.956759 0.791261 1.054073 0.999010 0.972804 0.943944 1.047900 0.821269 0.977318 1.004562 1.016105 1.001042 1.005173 1.005271 1.001283 1.001364 1.001127 1.000726 0.991086 1.000000 22864.454614 0.129300 688.258166 0.000000 0.000000 51.252616 3686.128100 24.328579 361.902734 30.990684 15.697200 0.066418 10.087355 41.947403 4.081438 134.806658 145.436899 118.659092 2.401706 570.202458 39525.015573 71478.764430 529.284925 5792.609512 729.895985 15071.107808 4115.433497 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.748384 0.105476 68.137931 0.000000 -333.427378 0.000000
1.100000e+01 4201977.973958 727858.551925 39356.416435 37707.624473 155804.412324 12356.421231 1171.767031 10311.508828 3439.103062 142469.912329 142469.912329 3936.449180 69153.262642 236536.750989 974.194253 366.631172 22151.782021 9665.188882 2658.957960 12205.521717 396952.070502 206765.050164 154377.475429 12429.955491 1418.891871 6519.387847 1017.205413 69.241171 4270.173632 31.075533 423.105704 36.623954 18.554226 0.095965 36.776138 3759.424041 4.563641 150.775126 227.299165 493.877783 1386.936900 672.269060 735.222981 13.789016 2813.313924 332.160095 1.173998 41664.367688 74715.315010 562.451598 26385.589535 836.657558 16690.321416 19864.475851 1418.583721 2237.179938 5104.340500 207.920997 164.526817 4587.266316 27560.658489 9198.245053 7449.629458 7.110739 2618.733130 60853.715639 55.489913 45.252406 10.668461 513.368136 410.898766 23.171839 543.665258 445.588278 192.966336 430.361307 7506575.395869 60052603.166951 11697.183647 31644758.934775 0.999597 1.029857 0.266769 4.856272 2.260002 1.002846 0.604535 1.013512 0.983018 1.001914 1.001914 1.013098 0.997310 1.002680 1.024464 1.114741 1.010790 0.996005 0.999917 1.019747 0.999197 1.002460 0.997857 0.967757 0.960149 0.928470 0.961138 3.319924 2.853402 2.384770 2.542243 2.562275 2.881416 2.986007 9.478488 163.511157 3.539632 2.754308 34.734568 1.145333 0.999090 1.082956 1.903362 3.910142 1.815850 1.464768 1.837224 1.495925 1.405587 1.508635 1.431753 1.396568 2.727574 0.960924 0.989474 0.942084 0.807797 0.952549 0.789367 1.059418 0.998924 0.970139 0.940774 1.053989 0.820470 0.975098 1.005056 1.017798 1.001169 1.005910 1.005751 1.001419 1.001501 1.001329 1.000928 0.992448 1.000000 22864.456076 0.105519 688.840274 0.000000 0.000000 51.343391 3690.153046 24.362818 362.258547 31.021228 15.714775 0.066527 10.099137 41.982899 4.087240 134.954460 145.739338 118.778579 2.404482 570.810439 39585.748592 71595.304387 530.112136 5793.152495 730.843211 15087.425725 4471.800492 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.804074 0.101672 68.172414 0.000000 -335.246003 0.000000
1.200000e+01 4201908.799712 727848.213577 39096.661098 37626.906562 172134.317424 12359.916039 1119.479267 10323.756127 3431.147570 142471.657819 142471.657819 3941.095201 69136.426108 236494.084410 976.282831 370.244926 22173.875791 9663.802956 2658.928633 12232.842102 396918.326398 206810.972362 154347.066171 12392.086812 1413.602869 6535.069579 1015.126587 71.248081 4318.840434 31.458745 426.112988 36.911558 18.809567 0.100131 80.638868 4472.217051 4.612341 151.531974 269.675403 505.187043 1398.739691 782.410909 772.613452 15.544375 2930.878787 353.222705 1.280784 41760.979763 74870.752073 564.184970 27204.201843 838.156172 16749.939194 19792.009736 1417.235311 2225.988611 5097.172034 207.006409 164.134134 4610.320675 27558.347340 9173.054678 7427.434007 7.151781 2616.186900 60715.674936 55.517615 45.328371 10.669861 513.755502 411.101157 23.175025 543.739946 445.678136 193.005208 430.952072 7506575.843445 60052606.747562 9548.544481 31663068.902571 0.999580 1.029843 0.265009 4.845876 2.496873 1.003130 0.577559 1.014716 0.980744 1.001926 1.001926 1.014294 0.997067 1.002500 1.026660 1.125729 1.011799 0.995863 0.999906 1.022029 0.999112 1.002683 0.997661 0.964809 0.956570 0.930703 0.959174 3.416150 2.885922 2.414178 2.560312 2.582396 2.921070 3.115625 20.783437 194.513142 3.577404 2.768134 41.210264 1.171560 1.007592 1.260383 2.000160 4.407908 1.891732 1.557650 2.004336 1.499394 1.408511 1.513284 1.476174 1.399070 2.737317 0.957419 0.988534 0.937372 0.806663 0.948359 0.787483 1.064742 0.998840 0.967483 0.937971 1.060072 0.819672 0.972887 1.005558 1.019507 1.001301 1.006669 1.006247 1.001557 1.001639 1.001531 1.001129 0.993811 1.000000 22864.457440 0.086136 689.238844 0.000000 0.000000 51.434141 3694.175541 24.397047 362.614130 31.051753 15.732338 0.066637 10.110912 42.018361 4.093039 135.102173 146.041480 118.897828 2.407253 571.417236 39646.497599 71711.884153 530.939450 5793.691862 731.790302 15103.733449 4807.252625 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.864837 0.098020 68.172414 0.000000 -337.057646 0.000000
1.300000e+01 4201839.751775 727837.979644 39147.820526 37726.705698 188918.106199 12363.354106 1069.742414 10321.769709 3422.858335 142470.781874 142470.781874 3945.742805 69119.665689 236444.090471 978.373605 373.890329 22196.187521 9662.411066 2658.896910 12261.203044 396884.648885 206856.789377 154316.691660 12354.020576 1408.333213 6550.606344 1013.060874 73.324388 4370.027806 31.854423 429.254007 37.209820 19.076331 0.104540 141.504347 5230.663398 4.663196 152.300709 314.750043 517.081384 1410.897846 902.208665 812.000894 17.449517 3053.738748 375.706288 1.395526 41858.152777 75026.081518 565.916948 28024.059738 839.657062 16809.376964 19719.837159 1415.891827 2214.866028 5090.033734 206.096446 163.743857 4633.291152 27556.154963 9147.947564 7407.938206 7.192786 2613.647612 60578.124926 55.545774 45.405059 10.671298 514.153882 411.309237 23.178247 543.814742 445.768000 193.044096 431.542839 7506576.261842 60052610.094738 7796.863324 31678021.559551 0.999564 1.029828 0.265355 4.858729 2.740328 1.003409 0.551899 1.014520 0.978374 1.001920 1.001920 1.015490 0.996826 1.002288 1.028859 1.136812 1.012817 0.995719 0.999894 1.024399 0.999028 1.002905 0.997464 0.961845 0.953004 0.932916 0.957222 3.515703 2.920126 2.444543 2.579185 2.603263 2.962498 3.252809 36.470586 227.500759 3.616848 2.782177 48.098315 1.199144 1.016351 1.453364 2.102127 4.948148 1.971032 1.656799 2.183899 1.502883 1.411434 1.517930 1.520661 1.401575 2.747030 0.953928 0.987596 0.932688 0.805533 0.944190 0.785610 1.070047 0.998761 0.964834 0.935509 1.066150 0.818877 0.970682 1.006068 1.021231 1.001436 1.007450 1.006756 1.001696 1.001776 1.001733 1.001331 0.995173 1.000000 22864.458714 0.070335 689.564332 0.000000 0.000000 51.524865 3698.195582 24.431264 362.969486 31.082258 15.749890 0.066747 10.122679 42.053789 4.098837 135.249797 146.343325 119.016837 2.410018 572.022847 39707.262494 71828.503521 531.766868 5794.227634 732.737256 15120.030969 5120.657410 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.930315 0.094540 68.189655 0.000000 -338.862525 0.000000
1.400000e+01 4201770.816166 727827.869264 39322.374679 37832.441695 210871.593169 12366.825512 1023.500329 10319.460932 3414.216229 142466.332501 142466.332501 3950.393645 69102.988646 236387.533757 980.466092 377.567277 22218.761776 9661.012781 2658.862844 12290.712194 396851.415638 206902.560215 154286.338119 12315.936790 1403.070117 6566.031202 1011.009317 75.471518 4423.814121 32.262993 432.533286 37.519408 19.355378 0.109201 218.580929 6035.134186 4.716252 153.082772 362.546503 529.659181 1423.469932 1031.834293 853.458848 19.507453 3182.185839 399.653405 1.518428 41956.039150 75181.477630 567.656246 28845.209839 841.161402 16868.793244 19647.933211 1414.553070 2203.810720 5082.925604 205.190974 163.355909 4656.188493 27554.076430 9122.925714 7390.933555 7.233754 2611.114823 60441.057910 55.574388 45.482473 10.672770 514.563050 411.523545 23.181508 543.889644 445.857870 193.082999 432.133608 7506576.654261 60052613.234091 6368.331083 31690872.565818 0.999547 1.029814 0.266538 4.872346 3.058772 1.003691 0.528042 1.014294 0.975904 1.001889 1.001889 1.016687 0.996585 1.002048 1.031060 1.147992 1.013847 0.995575 0.999882 1.026864 0.998944 1.003127 0.997268 0.958880 0.949443 0.935113 0.955283 3.618652 2.956067 2.475897 2.598889 2.624923 3.005833 3.397848 56.335898 262.490148 3.657998 2.796463 55.402299 1.228313 1.025407 1.662178 2.209454 5.531715 2.053938 1.762402 2.376232 1.506397 1.414357 1.522595 1.565219 1.404086 2.756740 0.950449 0.986663 0.928033 0.804408 0.940042 0.783749 1.075335 0.998685 0.962195 0.933361 1.072223 0.818083 0.968486 1.006586 1.022973 1.001574 1.008251 1.007281 1.001837 1.001914 1.001935 1.001533 0.996535 1.000000 22864.459909 0.057448 689.844072 0.000000 0.000000 51.615564 3702.213165 24.465471 363.324611 31.112744 15.767431 0.066857 10.134438 42.089183 4.104632 135.397332 146.644870 119.135607 2.412777 572.627275 39768.043178 71945.162288 532.594387 5794.759834 733.684073 15136.318273 5411.105345 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 1.000557 0.091233 68.224138 0.000000 -340.661505 0.000000
1.500000e+01 4201701.951908 727817.869397 39838.997242 38047.888827 235728.819110 12370.370137 979.869776 10317.561105 3405.291955 142459.357719 142459.357719 3955.045916 69086.417461 236324.399773 982.560579 381.276347 22241.689405 9659.607880 2658.826505 12321.490835 396818.442032 206948.310504 154256.059578 12277.861473 1397.772480 6581.355092 1008.976596 77.690590 4480.233061 32.684704 435.946625 37.840870 19.645936 0.114127 311.338784 6887.635119 4.771533 153.879037 413.187037 543.006416 1436.490685 1171.391434 897.037571 21.719785 3316.393231 425.088098 1.649604 42054.465460 75336.786493 569.399241 29667.791882 842.669595 16928.291249 19576.288818 1413.219031 2192.822495 5075.846926 204.289947 162.970369 4679.031154 27552.124509 9097.995788 7376.253255 7.274687 2608.588652 60304.472489 55.603454 45.560618 10.674275 514.982780 411.744489 23.184807 543.964652 445.947746 193.121918 432.724380 7506577.022636 60052616.181086 5202.899239 31700811.058402 0.999531 1.029800 0.270040 4.900093 3.419335 1.003978 0.505532 1.014107 0.973353 1.001840 1.001840 1.017884 0.996346 1.001780 1.033262 1.159270 1.014893 0.995430 0.999868 1.029436 0.998861 1.003349 0.997072 0.955915 0.945858 0.937295 0.953363 3.725050 2.993767 2.508260 2.619398 2.647413 3.050956 3.551122 80.242819 299.568544 3.700875 2.811009 63.140898 1.259266 1.034787 1.886990 2.322272 6.159065 2.140562 1.874564 2.581513 1.509931 1.417279 1.527270 1.609855 1.406604 2.766463 0.946984 0.985732 0.923405 0.803288 0.935914 0.781899 1.080610 0.998615 0.959566 0.931507 1.078290 0.817292 0.966298 1.007112 1.024730 1.001715 1.009074 1.007822 1.001979 1.002053 1.002137 1.001735 0.997898 1.000000 22864.461031 0.046935 690.060412 0.000000 0.000000 51.706237 3706.228288 24.499666 363.679508 31.143210 15.784960 0.066967 10.146190 42.124543 4.110426 135.544778 146.946115 119.254139 2.415532 573.230520 39828.839550 72061.860249 533.422006 5795.288483 734.630750 15152.595351 5677.977838 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 1.075901 0.088094 68.206897 0.000000 -342.456075 0.000000
1.600000e+01 4201633.128259 727807.967572 40572.449173 38294.137125 262074.370212 12373.922399 938.240817 10316.198291 3396.041628 142450.036163 142450.036163 3959.703547 69069.968006 236253.721296 984.657129 385.018204 22265.028991 9658.194974 2658.788079 12353.425479 396785.695105 206994.071087 154225.857244 10552.140989 1392.461815 6596.624466 1006.936948 79.979268 4539.316275 33.119739 439.488802 38.175063 19.949704 0.119331 419.411594 7790.173616 4.829061 154.689978 466.794721 557.188599 1449.999905 1321.048869 942.807163 24.089668 3456.595678 452.042451 1.789254 42153.559550 75492.107748 571.145931 30492.899362 844.181809 16987.931438 19504.766272 1411.888500 2181.898016 5068.790753 203.393073 162.586761 4701.825391 27550.230193 9073.149172 7363.691041 7.315583 2606.067970 60168.336168 55.632963 45.639493 10.675811 515.412824 411.972419 23.188144 544.039762 446.037629 193.160852 433.315154 7506577.369300 60052618.954400 4251.766936 31703323.624248 0.999515 1.029786 0.275012 4.931807 3.801487 1.004267 0.484055 1.013973 0.970709 1.001774 1.001774 1.019083 0.996109 1.001481 1.035467 1.170647 1.015958 0.995285 0.999854 1.032104 0.998778 1.003571 0.996877 0.821556 0.942264 0.939470 0.951436 3.834786 3.033247 2.541645 2.640681 2.670793 3.098130 3.713042 108.096936 338.823257 3.745495 2.825823 71.332920 1.292155 1.044518 2.128072 2.440761 6.831091 2.231056 1.993428 2.800056 1.513489 1.420201 1.531955 1.654627 1.409128 2.776210 0.943524 0.984804 0.918805 0.802171 0.931805 0.780059 1.085875 0.998546 0.956945 0.929921 1.084352 0.816502 0.964116 1.007647 1.026504 1.001859 1.009916 1.008379 1.002124 1.002191 1.002339 1.001937 0.999260 1.000000 22864.462087 0.038355 690.115105 0.000000 0.000000 51.796885 3710.240949 24.533851 364.034175 31.173656 15.802478 0.067077 10.157935 42.159870 4.116217 135.692134 147.247058 119.372432 2.418281 573.832583 39889.651510 72178.597199 534.249724 5795.813604 735.577288 15168.862190 5802.459592 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 1.146332 0.079252 68.224138 0.000000 -344.246739 0.000000
1.700000e+01 4201564.260605 727798.184423 41619.631524 38684.176913 290805.154937 12377.548663 898.932622 10315.694950 3386.325648 142438.690550 142438.690550 3964.364859 69053.639540 236174.883110 986.755900 388.793246 22288.848110 9656.771924 2658.747698 12386.450755 396753.036271 207039.917628 154195.718358 10542.919742 1387.085377 6611.852357 1004.895025 82.342786 4601.204473 33.568869 443.166559 38.522103 20.267098 0.124723 542.541412 8744.341917 4.888939 155.517470 523.466930 572.237526 1463.987253 1481.377966 990.963531 26.626479 3603.379202 480.619151 1.937934 42252.861995 75647.064054 572.887017 31321.829253 845.699235 17047.905545 19433.274949 1410.561792 2171.007870 5061.755871 202.500051 162.205464 4724.647817 27548.416723 9048.386983 7351.688774 7.356445 2603.552202 60032.692784 55.662904 45.718259 10.677375 515.852884 412.207388 23.191520 544.114963 446.127520 193.199802 433.905931 7506577.697028 60052621.576224 3474.993464 31701906.237936 0.999498 1.029772 0.282110 4.982039 4.218238 1.004561 0.463775 1.013923 0.967932 1.001695 1.001695 1.020283 0.995873 1.001147 1.037674 1.182125 1.017045 0.995138 0.999838 1.034863 0.998696 1.003793 0.996682 0.820838 0.938626 0.941638 0.949506 3.948110 3.074602 2.576111 2.662779 2.695073 3.147421 3.880817 139.831767 380.323541 3.791938 2.840940 79.993245 1.327055 1.054594 2.386346 2.565429 7.550453 2.325797 2.119446 3.032730 1.517054 1.423116 1.536625 1.699607 1.411661 2.786011 0.940065 0.983879 0.914219 0.801058 0.927714 0.778230 1.091145 0.998480 0.954334 0.928405 1.090409 0.815714 0.961943 1.008189 1.028276 1.002006 1.010779 1.008955 1.002270 1.002329 1.002541 1.002139 1.000622 1.000000 22864.463086 0.031347 690.084252 0.000000 0.000000 51.887506 3714.251142 24.568024 364.388612 31.204083 15.819985 0.067186 10.169672 42.195162 4.122006 135.839401 147.547697 119.490487 2.421025 574.433466 39950.478959 72295.372934 535.077540 5796.335219 736.523684 15185.118780 5802.459592 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 1.230402 0.076744 68.224138 0.000000 -346.039677 0.000000
1.800000e+01 4201495.332703 727788.498510 42890.285232 39086.173299 321419.485093 12381.182860 861.761167 10315.886423 3376.231256 142425.025005 142425.025005 3969.034478 69037.433600 236089.627134 988.857121 392.602249 22313.212749 9655.340574 2658.705190 12420.528344 396720.436205 207085.873323 154165.655248 10533.573825 1381.653102 6626.933761 1002.855693 84.773064 4665.637589 34.030577 446.976574 38.881455 20.597904 0.130367 680.125796 9748.434008 4.950963 156.358558 583.104374 588.231989 1478.482606 1651.782303 1041.357500 29.320527 3756.255437 510.712931 2.095093 42352.851583 75801.976240 574.619836 32153.099562 847.218068 17107.936073 19361.818667 1409.235994 2160.145294 5054.738137 201.610481 161.826218 4747.486924 24822.887497 9023.695814 7339.775011 7.397272 2601.040087 59897.362677 55.693274 45.797658 10.678965 516.302913 412.450506 23.194935 544.190266 446.217419 193.238767 434.496710 7506578.007865 60052624.062924 2840.429661 31697874.750844 0.999482 1.029758 0.290723 5.033811 4.662311 1.004856 0.444598 1.013942 0.965047 1.001598 1.001598 1.021485 0.995640 1.000785 1.039884 1.193706 1.018157 0.994991 0.999822 1.037710 0.998614 1.004016 0.996488 0.820111 0.934950 0.943786 0.947579 4.064635 3.117657 2.611543 2.685672 2.720214 3.198794 4.056413 175.292043 423.995193 3.840045 2.856304 89.106700 1.364147 1.065036 2.660850 2.695890 8.314402 2.424471 2.252155 3.278673 1.520644 1.426030 1.541273 1.744714 1.414196 2.795821 0.936609 0.982954 0.909645 0.799947 0.923638 0.776410 1.096420 0.899695 0.951730 0.926901 1.096460 0.814926 0.959774 1.008739 1.030062 1.002155 1.011660 1.009550 1.002417 1.002468 1.002743 1.002341 1.001985 1.000000 22864.464032 0.025623 689.996495 0.000000 0.000000 51.978101 3718.258867 24.602186 364.742818 31.234491 15.837480 0.067296 10.181402 42.230421 4.127793 135.986579 147.848032 119.608303 2.423763 575.033168 40011.321797 72412.187250 535.905452 5796.853348 737.469938 15201.365108 5802.459592 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 1.363125 0.074364 68.206897 0.000000 -347.833959 0.000000
1.900000e+01 4201426.419516 727778.878400 43472.672298 39203.841265 354084.346316 12384.829005 826.090921 10312.049335 3366.041396 142409.274243 142409.274243 3973.710558 69021.354130 235998.388816 990.960735 396.445959 22338.115808 9653.900940 2658.660913 12455.569063 396687.861957 207131.872127 154135.681601 10524.184193 1376.301275 6641.843039 999.027068 87.266599 4732.432347 34.503957 450.909044 39.253135 20.942384 0.136263 831.836928 10802.473454 5.014994 157.211330 645.709462 605.221926 1493.503318 1831.827363 1093.887640 32.164930 3914.864195 542.243436 2.260338 42453.380280 75956.753525 576.345319 32987.256074 848.732560 17167.830951 19290.822934 1407.913023 2149.341634 5047.751924 200.724661 161.449221 4770.323528 24860.951033 8999.071353 7327.957710 7.438064 2598.532445 59762.369399 55.724063 45.877692 10.680507 516.762724 412.701832 23.198390 544.265671 446.307327 193.277748 435.087491 7506578.302151 60052626.417209 2322.093996 31702631.330653 0.999465 1.029745 0.294670 5.048966 5.136127 1.005152 0.426195 1.013565 0.962134 1.001488 1.001488 1.022688 0.995408 1.000398 1.042096 1.205393 1.019293 0.994842 0.999806 1.040638 0.998532 1.004239 0.996294 0.819380 0.931328 0.945910 0.943962 4.184194 3.162291 2.647871 2.709300 2.746217 3.252290 4.239875 214.393271 469.839239 3.889707 2.871883 98.673655 1.403547 1.075856 2.950883 2.831882 9.120988 2.526844 2.391199 3.537269 1.524254 1.428942 1.545901 1.789978 1.416724 2.805609 0.933174 0.982031 0.905095 0.798842 0.919580 0.774601 1.101694 0.901074 0.949132 0.925408 1.102507 0.814141 0.957611 1.009297 1.031862 1.002300 1.012561 1.010165 1.002566 1.002607 1.002945 1.002543 1.003347 1.000000 22864.464929 0.020947 690.100035 0.000000 0.000000 52.068671 3722.264119 24.636337 365.096795 31.264879 15.854963 0.067406 10.193125 42.265646 4.133577 136.133667 148.148061 119.725882 2.426496 575.631691 40072.179925 72529.039943 536.733460 5797.368014 738.416049 15217.601164 5802.459592 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 1.454890 0.072125 68.258621 0.000000 -349.628040 0.000000
2.000000e+01 4201357.581073 727769.281557 44003.140809 39244.616462 388899.699089 12388.631873 792.792206 10308.102744 3355.678093 142390.915710 142390.915710 3978.395542 69005.453517 235900.233366 993.066652 400.325570 22363.548344 9652.452832 2658.615393 12491.273017 396655.264767 207177.837071 154105.799104 10514.688901 1371.037045 6656.660294 995.211242 89.824962 4801.611411 34.989130 454.965158 39.636980 21.299923 0.142407 997.246563 11905.466732 5.081046 158.075516 711.223701 623.160673 1508.980993 2021.591673 1148.577168 35.160853 4079.252827 575.219801 2.433727 42554.786820 76111.632185 578.096144 33823.944673 850.247840 17227.675680 19220.154762 1406.593579 2138.592605 5040.787965 199.842387 161.073698 4793.106116 24899.011434 8974.483129 7316.247983 7.478820 2596.028597 59627.837545 55.755262 45.958361 10.682077 517.232188 412.962281 23.201887 544.341183 446.397243 193.316745 435.678274 7506578.579807 60052628.638457 1898.679758 31714769.872847 0.999449 1.029731 0.298266 5.054217 5.641137 1.005461 0.409015 1.013177 0.959172 1.001359 1.001359 1.023894 0.995179 0.999982 1.044310 1.217189 1.020453 0.994693 0.999789 1.043621 0.998450 1.004462 0.996101 0.818640 0.927766 0.948020 0.940356 4.306860 3.208517 2.685104 2.733671 2.773072 3.307815 4.431062 257.025080 517.812467 3.940939 2.887669 108.685169 1.445148 1.087006 3.256574 2.973463 9.970540 2.632949 2.536619 3.808610 1.527895 1.431856 1.550597 1.835379 1.419254 2.815389 0.929756 0.981111 0.900569 0.797740 0.915538 0.772800 1.106956 0.902454 0.946539 0.923930 1.108548 0.813356 0.955455 1.009862 1.033676 1.002447 1.013481 1.010802 1.002718 1.002746 1.003147 1.002745 1.004710 1.000000 22864.465774 0.017128 690.364266 0.000000 0.000000 52.159214 3726.266897 24.670477 365.450541 31.295247 15.872435 0.067515 10.204840 42.300837 4.139360 136.280665 148.447783 119.843224 2.429224 576.229037 40133.053242 72645.930808 537.561562 5797.879238 739.362015 15233.826936 5802.459592 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 1.556796 0.070013 68.293103 0.000000 -351.417764 0.000000
2.100000e+01 4201288.814673 727759.675633 44339.355230 39193.173188 422986.936560 12392.444372 761.347968 10304.574014 3345.144769 142370.658012 142370.658012 3983.084641 68989.736289 235795.576073 995.175513 404.242113 22389.528194 9650.996959 2658.568717 12527.514252 396622.718585 207223.761719 154076.006842 10505.179610 1365.822835 6671.359206 991.419923 92.448086 4873.182213 35.486147 459.144663 40.032467 21.670319 0.148787 1175.682025 13055.911591 5.149122 158.951978 779.558394 642.081941 1524.906789 2221.137933 1205.441516 38.309293 4249.521956 609.657472 2.615331 42656.652401 76266.263761 579.856751 34662.180901 851.764594 17287.517011 19149.839770 1405.279477 2127.900585 5033.851186 198.963774 160.700127 4815.839339 24937.102883 8949.951771 7304.619633 7.519541 2593.529265 59493.832863 55.786857 46.039661 10.683675 517.711123 413.231825 23.205424 544.416800 446.487168 193.355758 436.269060 7506578.842180 60052630.737441 1552.698340 31725990.956624 0.999433 1.029717 0.300545 5.047592 6.135585 1.005770 0.392793 1.012830 0.956161 1.001216 1.001216 1.025101 0.994952 0.999539 1.046528 1.229097 1.021639 0.994543 0.999771 1.046649 0.998368 1.004684 0.995909 0.817900 0.924238 0.950113 0.936774 4.432632 3.256342 2.723245 2.758784 2.800741 3.365337 4.629583 303.014096 567.849538 3.993740 2.903680 119.127689 1.489028 1.098478 3.578022 3.120675 10.863341 2.742849 2.688483 4.092808 1.531552 1.434765 1.555320 1.880864 1.421785 2.825169 0.926355 0.980194 0.896067 0.796642 0.911513 0.771007 1.112206 0.903834 0.943952 0.922461 1.114584 0.812573 0.953308 1.010434 1.035505 1.002597 1.014420 1.011462 1.002870 1.002885 1.003349 1.002948 1.006072 1.000000 22864.466574 0.014007 690.608526 0.000000 0.000000 52.249731 3730.267196 24.704605 365.804056 31.325596 15.889896 0.067625 10.216547 42.335994 4.145140 136.427573 148.747197 119.960328 2.431946 576.825205 40193.941650 72762.859643 538.389757 5798.387040 740.307836 15250.042414 5802.459592 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 1.663297 0.068025 68.293103 0.000000 -353.203507 0.000000
