Time  HEP HEC FPS POP CHY CHS CSY CSS CSN CDS CNY CNS CHC CYE CKS COH COS COD COY CMS CMF CMH PIS SAL SAF FMM FVS ROC MRO DVR MVR SMD FDF HAP DOG SBL SSK RAT SB SP BE HSL CSL PIN PHR ROR TOR HUW
1.000000e+01 12844.087590 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 27590.346559 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.100000e+01 12844.087590 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 27590.346559 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.200000e+01 12844.087590 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 27590.346559 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.300000e+01 12844.087590 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 27590.346559 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.400000e+01 0.000000 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 27590.346559 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.500000e+01 0.000000 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 27590.346559 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.600000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 0.000000 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.700000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 0.000000 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.800000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
1.900000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.000000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.100000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.200000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.300000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.400000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.500000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.600000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.700000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.800000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.900000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
2.950000e+01 8593.753532 1477.782916 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20672.256915 1433.674498 0.000000 4206.072898 218.278614 198.635593 4329.988941 22703.643307 0.000000 0.000000 0.000000 2670.040069 0.000000 55.210770 44.461083 10.656000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 468.497875
