Time BB PB PL PS MA SG ZS ZM ZL ZG SQX BMD BD BG BMS DUN BML PWN BFF BIV GEC BC HEP HEC FPS POP CHY CHS CSY CSS CSN CDS CNY CNS CHC CYE CKS COH COS COD COY CMS CMF CMH PIS SAL SAF FMM FVS ROC MRO DVR MVR SMD FDF HAP DOG SBL SSK RAT SB SP BE HSL CSL PIN PHR ROR TOR HUW DL DR DC DIN RelBB RelPB RelPL RelPS RelMA RelSG RelZS RelZM RelZL RelZG RelSQX RelBMD RelBD RelBG RelBMS RelDUN RelBML RelPWN RelBFF RelBIV RelGEC RelBC RelHEP RelHEC RelFPS RelPOP RelCHY RelCHS RelCSY RelCSS RelCSN RelCDS RelCNY RelCNS RelCHC RelCYE RelCKS RelCOH RelCOS RelCOD RelCOY RelCMS RelCMF RelCMH RelPIS RelSAL RelSAF RelFMM RelFVS RelROC RelMRO RelDVR RelMVR RelSMD RelFDF RelHAP RelDOG RelSBL RelSSK RelRAT RelSB RelSP RelBE RelHSL RelCSL RelPIN RelPHR RelROR RelTOR RelHUW RelDL RelDR RelDC RelDIN MigHEP MigHEC MigCHY MigCHS MigCSY MigCSS MigCSN MigCDS MigCNY MigCNS MigCHC MigCYE MigCKS MigCOH MigCOS MigCOD MigCOY MigCMS MigCMF MigCMH MigPIS MigSAL MigSAF MigDOG MigBE MigCSL MigPIN MigROR MigTOR MigHUW PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
0.000000e+00 4203673.546511 706756.650661 147529.819788 7764.727358 68939.953325 12321.350519 1938.294015 10174.037670 3498.515537 142197.731833 3885.554883 69339.773589 235904.416547 950.930627 328.893585 21915.305602 9703.951738 2659.177476 11969.167877 397270.970594 206257.591068 154708.989274 12844.087590 1477.782916 7021.646638 1058.334343 138.439226 7636.653044 58.576033 727.005302 62.275992 35.249443 0.169772 22.842896 106.664888 10.074698 279.256518 1226.049875 803.663184 8.585763 3292.085254 41177.879870 73834.741617 551.198685 18428.864456 878.045259 31225.728866 20672.256915 1433.674498 2374.712712 6318.839138 218.278614 208.428822 4329.988941 27590.346559 9481.364681 7918.619923 6.746502 3191.748172 62407.766424 55.210770 44.461083 10.656000 510.351985 408.549000 23.139005 542.850429 447.542152 193.722121 506.080422 0.000000 2626.461044 110853.973859 45939.182293 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 2.166658 2.150816 1.637958 1.869829 1.867219 2.220890 1.976833 2.331517 1.873801 2.719257 2.150546 1.046423 1.102943 1.259949 1.125812 1.478458 1.389021 1.478451 1.000000 1.465654 2.150825 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.005720 1.004848 1.167063 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 105.747199 5841.061968 32.430456 484.440971 41.483141 28.339887 0.122567 18.693001 84.851925 8.450894 213.607326 158.881448 128.181235 3.029185 628.676195 38938.765533 70360.155857 521.223017 5779.594321 720.499720 23883.659867 0.000000 0.000000 0.000000 0.000000 447.542152 193.722121 506.080422 0.000000 0.000000 0.000000 0.000000 -308.390507 3.417467
1.000000e+00 4198694.704442 795673.173033 147163.113011 7656.160047 68909.744552 12321.327536 1913.886519 10169.029450 3486.326842 142147.668122 3904.027329 69140.876478 236961.469230 958.217791 332.368715 22313.362832 9602.581546 2658.910592 12024.305661 400104.838308 206417.159906 154544.709986 12857.851386 1477.486953 7045.549755 1059.129853 138.979779 7687.393166 58.842406 729.623491 62.589636 35.532368 0.171469 23.015544 107.093942 10.100491 280.548432 1329.934229 890.576424 9.177300 3578.559848 41241.192079 73943.252621 552.340446 19912.876210 880.008718 31386.951370 20623.669692 1433.441848 2379.765770 6326.972490 218.289432 208.698676 4434.202981 27724.199271 9482.220571 7921.742514 6.746845 3191.878573 62452.776666 55.083855 44.561900 10.362344 509.417433 409.271957 23.125038 542.949705 447.542152 193.722121 506.080422 651.212901 2665716.861661 62607.278109 289868.475797 0.998816 1.125809 0.997514 0.986018 0.999562 0.999998 0.987408 0.999508 0.996516 0.999648 1.004754 0.997132 1.004481 1.007663 1.010566 1.018163 0.989554 0.999900 1.004607 1.007133 1.000774 0.998938 1.001072 0.999800 1.003404 1.000752 2.175118 2.165107 1.645406 1.876563 1.876623 2.238716 1.996601 2.349139 1.881338 2.726218 2.160495 1.135087 1.222222 1.346757 1.223779 1.480731 1.391063 1.481514 1.080526 1.468931 2.161930 0.997650 0.999838 1.002128 1.001287 1.000050 1.001295 1.024068 1.004851 1.000090 1.000394 1.000051 1.000041 1.000721 0.997701 1.002268 0.972442 0.998169 1.001770 0.999396 1.000183 1.005720 1.004848 1.167063 1.000000 1014.946278 0.564773 6.309831 0.000000 0.000000 105.876316 5846.467343 32.470390 484.887686 41.521371 28.365478 0.122718 18.710275 84.915533 8.459161 213.804999 159.140335 128.347795 3.033222 629.509749 38985.868033 70446.557455 521.912806 5785.104659 721.392581 23905.754168 237.652275 0.000000 0.000000 0.000000 447.542152 193.722121 506.080422 0.594997 0.085590 58.931034 0.000000 -316.795159 0.000000
2.000000e+00 4197687.691853 826503.945604 146849.931032 7607.942013 68899.477463 12321.031251 1869.363208 10181.015726 3486.694854 142095.133499 3923.258883 69090.303231 236980.788464 960.163735 333.305435 22424.934034 9582.220546 2658.820564 12037.577476 400843.938419 206460.457439 154496.264268 12861.843802 1477.275432 6385.602682 1047.912258 114.946207 6485.701319 42.606136 582.443567 50.001960 30.878393 0.135800 20.129929 94.086264 8.900978 236.946721 879.820952 670.123324 6.903286 2647.718491 40832.199488 73324.405908 547.102038 20026.549788 823.985135 26498.278009 20590.757675 1433.338837 2372.650919 6330.468751 218.294066 208.816359 4479.254667 27783.574371 9482.557961 7922.998953 6.747118 3150.023637 62472.654818 55.020060 44.583581 10.291695 509.137344 409.478216 23.121412 542.977134 444.779765 192.617167 499.917284 1476.980860 3499024.885828 50315.082988 403731.270626 0.998576 1.169432 0.995392 0.979808 0.999413 0.999974 0.964437 1.000686 0.996621 0.999278 1.009704 0.996402 1.004563 1.009710 1.013414 1.023254 0.987456 0.999866 1.005715 1.008994 1.000984 0.998625 1.001382 0.999657 0.909417 0.990152 1.798978 1.826657 1.191392 1.498022 1.499207 1.945492 1.581267 2.054611 1.652830 2.402459 1.824719 0.750920 0.919674 1.013048 0.905454 1.466046 1.379421 1.467463 1.086695 1.375415 1.825198 0.996058 0.999766 0.999132 1.001840 1.000071 1.001859 1.034473 1.007003 1.000126 1.000553 1.000091 0.986927 1.001040 0.996546 1.002755 0.965812 0.997620 1.002274 0.999240 1.000233 0.999512 0.999117 1.152850 1.000000 1332.220363 0.453886 8.788386 0.000000 0.000000 106.006786 5851.729124 32.510319 485.318964 41.558334 28.390203 0.122869 18.726968 84.972846 8.467508 213.997804 159.431065 128.494543 3.036834 630.252772 39039.739070 70547.902527 522.671124 5788.132735 722.313440 23927.177454 713.126033 0.000000 0.000000 0.000000 444.779765 192.617167 499.917284 0.435450 0.121801 59.396552 0.000000 -320.925532 0.000000
3.000000e+00 4196713.978078 853559.955855 146570.534232 7570.970026 68888.170045 12320.508002 1823.777102 10193.663384 3487.118282 142027.101435 3942.663255 69039.756274 236961.847463 962.112793 334.244302 22537.116009 9563.793907 2658.740617 12050.877342 401564.471959 206503.866525 154447.302845 12864.925164 1477.001478 6403.594333 1051.335316 116.380272 6516.388502 42.945718 584.523697 50.216696 31.066505 0.137990 57.533576 241.296919 8.938654 237.749807 922.552378 699.792603 7.371821 2756.534765 40916.794904 73472.549430 548.566531 20819.028643 825.635940 26594.894587 20558.478587 1433.235856 2375.198827 5239.823687 218.298699 171.160422 4524.275618 27842.919828 9482.896266 7924.176276 6.792197 2652.138822 62492.530002 54.956844 44.605560 10.222741 509.026571 409.531958 23.117442 543.004766 444.869585 192.655904 425.635278 2559.866010 4293371.266407 40474.535794 523492.558660 0.998344 1.207714 0.993498 0.975046 0.999249 0.999932 0.940919 1.001929 0.996742 0.998800 1.014698 0.995673 1.004482 1.011759 1.016269 1.028373 0.985557 0.999836 1.006827 1.010807 1.001194 0.998309 1.001622 0.999471 0.911979 0.993387 1.821422 1.835300 1.200888 1.503372 1.505645 1.957344 1.606760 5.872308 4.238906 2.412628 1.830904 0.787390 0.960392 1.081805 0.942667 1.469084 1.382208 1.471391 1.129697 1.378171 1.831853 0.994496 0.999694 1.000205 0.829238 1.000092 0.821194 1.044870 1.009154 1.000162 1.000702 1.006773 0.830936 1.001358 0.995401 1.003250 0.959341 0.997403 1.002406 0.999068 1.000284 0.999714 0.999318 0.981550 1.000000 1634.660174 0.365116 11.395339 0.000000 0.000000 106.138516 5856.844345 32.550216 485.734578 41.594010 28.414049 0.123020 18.743071 85.023853 8.475932 214.185631 159.752837 128.621379 3.040017 630.904653 39100.340561 70664.116618 523.497460 5788.705468 723.261708 23947.918023 1187.249091 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.463858 0.118348 61.448276 0.000000 -330.547075 0.000000
4.000000e+00 4195762.419581 877312.299790 146308.114731 7540.171460 68875.545142 12319.763305 1778.337832 10206.427238 3486.978299 141957.807728 3962.255528 68989.222253 236901.544726 964.064915 335.185320 22649.887281 9546.979909 2658.657572 12062.813354 402268.131103 206547.380850 154397.774658 12867.920557 1476.725619 6421.528830 1054.772294 117.889657 6549.880352 43.305555 586.812700 50.449754 31.275262 0.140766 123.361302 483.531832 8.979545 238.572588 980.275166 733.431882 8.136951 2875.349251 41001.901904 73620.725735 550.035467 21619.363654 827.291822 26691.700911 20525.598624 1433.133786 2377.746608 5243.320260 218.303334 171.278102 4569.257702 27902.235446 9483.235506 7925.277964 6.837184 2652.207827 62512.401926 54.894282 44.627979 10.155520 508.924616 409.587042 23.113503 543.032604 444.959408 192.694651 426.226023 3786.241393 5052531.683517 32572.591228 648241.903925 0.998118 1.241322 0.991719 0.971080 0.999066 0.999871 0.917476 1.003184 0.996702 0.998313 1.019740 0.994944 1.004227 1.013812 1.019130 1.033519 0.983824 0.999804 1.007824 1.012579 1.001405 0.997988 1.001856 0.999285 0.914533 0.996634 1.845045 1.844733 1.210950 1.509259 1.512633 1.970497 1.639083 12.591178 8.494290 2.423664 1.837240 0.836656 1.006558 1.194087 0.983298 1.472140 1.384995 1.475331 1.173125 1.380935 1.838521 0.992906 0.999623 1.001278 0.829792 1.000113 0.821758 1.055259 1.011304 1.000197 1.000841 1.013441 0.830958 1.001677 0.994268 1.003754 0.953033 0.997203 1.002541 0.998898 1.000336 0.999916 0.999519 0.982912 1.000000 1923.703264 0.293833 14.110872 0.000000 0.000000 106.270211 5861.956494 32.590101 486.149928 41.629664 28.437879 0.123171 18.759163 85.074811 8.484353 214.373346 160.074308 128.747964 3.043195 631.555275 39160.958846 70780.372162 524.323909 5789.274402 724.209849 23968.645812 1658.037912 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.490242 0.114606 61.775862 0.000000 -334.127146 0.000000
5.000000e+00 4194828.502172 898241.377332 146089.186893 7525.438058 68861.712285 12318.867309 1733.163875 10219.049443 3486.307706 141887.946669 3981.797468 68938.685252 236800.929234 966.020056 336.128482 22763.224796 9531.490900 2658.571573 12073.253046 402960.770500 206590.994770 154347.695826 12870.808596 1476.449919 6439.290556 1058.220443 119.471376 6585.967943 43.684472 589.293968 50.699820 31.502545 0.144080 215.960098 816.674825 9.023511 239.410748 1052.424444 770.760084 9.188734 3003.238405 41087.280036 73768.652864 551.501985 22423.760725 828.949991 26788.155283 20491.922685 1433.032514 2380.288023 5246.803410 218.307941 171.395423 4613.981475 27961.258268 9483.575509 7926.299214 6.882067 2652.276612 62532.202597 54.832405 44.650850 10.089970 508.831311 409.643980 23.109596 543.060648 445.049233 192.733409 426.816770 5077.259206 5779832.004068 26234.864231 777303.888278 0.997896 1.270934 0.990235 0.969183 0.998865 0.999798 0.894170 1.004424 0.996511 0.997821 1.024769 0.994216 1.003800 1.015868 1.021998 1.038691 0.982228 0.999772 1.008696 1.014322 1.001616 0.997665 1.002080 0.999098 0.917063 0.999892 1.869800 1.854897 1.221546 1.515641 1.520131 1.984817 1.677675 22.042505 14.346672 2.435531 1.843695 0.898235 1.057787 1.348435 1.027033 1.475205 1.387778 1.479265 1.216774 1.383703 1.845165 0.991277 0.999552 1.002348 0.830343 1.000134 0.822321 1.065587 1.013444 1.000233 1.000970 1.020094 0.830979 1.001994 0.993147 1.004268 0.946882 0.997020 1.002680 0.998729 1.000387 1.000118 0.999720 0.984274 1.000000 2200.615927 0.236661 16.920281 0.000000 0.000000 106.401870 5867.065569 32.629973 486.565014 41.665295 28.461695 0.123322 18.775246 85.125721 8.492770 214.560951 160.395476 128.874297 3.046366 632.204639 39221.593824 70896.668955 525.150471 5789.839560 725.157863 23989.360804 2123.421004 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.524869 0.110530 61.948276 0.000000 -337.686386 0.000000
6.000000e+00 4193915.861176 916752.203424 145936.360366 7536.864117 68847.115469 12317.833673 1689.250080 10231.680512 3485.139326 141817.621178 4001.381131 68888.494800 236667.347412 967.971309 337.070335 22876.501629 9517.150526 2658.482723 12082.707461 403637.678108 206634.240054 154297.397864 12873.561950 1476.174368 6456.782901 1061.671300 121.121639 6624.438918 44.081173 591.953499 50.966444 31.747417 0.147904 333.395591 1236.589052 9.070374 240.260524 1138.384291 811.528097 10.515712 3139.442332 41172.804207 73916.204976 552.962651 23227.150842 830.607963 26883.788668 20458.698308 1432.932520 2382.818001 5250.263903 218.312504 171.512124 4658.283302 28019.849226 9483.915362 7927.238411 6.926832 2652.345034 62551.884385 54.771427 44.673794 10.026710 508.745034 409.702099 23.105723 543.088593 445.139062 192.772177 427.407520 6380.205514 6475621.771471 21155.366983 909771.464918 0.997679 1.297126 0.989199 0.970654 0.998653 0.999715 0.871514 1.005666 0.996177 0.997327 1.029809 0.993492 1.003234 1.017920 1.024861 1.043860 0.980750 0.999739 1.009486 1.016026 1.001826 0.997340 1.002295 0.998912 0.919554 1.003153 1.895628 1.865732 1.232639 1.522481 1.528125 2.000245 1.722202 34.028851 21.723380 2.448180 1.850239 0.971601 1.113737 1.543167 1.073611 1.478276 1.390554 1.483183 1.260368 1.386470 1.851752 0.989669 0.999482 1.003413 0.830891 1.000155 0.822881 1.075819 1.015567 1.000269 1.001088 1.026730 0.831001 1.002309 0.992042 1.004784 0.940945 0.996851 1.002822 0.998562 1.000439 1.000320 0.999921 0.985637 1.000000 2465.531247 0.190840 19.803824 0.000000 0.000000 106.533494 5872.171564 32.669833 486.979836 41.700904 28.485495 0.123473 18.791318 85.176582 8.501185 214.748443 160.716340 129.000379 3.049531 632.852746 39282.245393 71013.006790 525.977144 5790.400964 726.105749 24010.062984 2581.262070 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.567017 0.106428 62.034483 0.000000 -341.211596 0.000000
7.000000e+00 4193024.270049 933216.548736 145821.395879 7567.361624 68831.823280 12316.678241 1646.528754 10244.287302 3483.444905 141746.344324 4021.084376 68838.461466 236506.623574 969.919293 338.011237 22989.611937 9503.768664 2658.390690 12091.178640 404303.499371 206677.222407 154246.711931 12876.188673 1475.896745 6474.078147 1065.122779 122.840741 6665.341235 44.495892 594.762045 51.250646 32.010388 0.152213 473.785215 1739.789851 9.120137 241.124243 1238.153612 855.849781 12.115921 3284.531094 41258.651034 74063.600906 554.423072 24031.143873 832.267530 26978.858268 20425.865648 1432.834648 2385.338796 5253.709614 218.317046 171.628355 4702.264379 28078.145493 9484.255588 7928.100441 6.971467 2652.413212 62571.469642 54.711280 44.696980 9.965631 508.665979 409.761798 23.101879 543.116563 445.228893 192.810957 427.998272 7666.301973 7144389.622549 17076.143518 1045643.482389 0.997467 1.320421 0.988420 0.974582 0.998432 0.999621 0.849473 1.006905 0.995692 0.996826 1.034880 0.992770 1.002553 1.019969 1.027722 1.049021 0.979371 0.999704 1.010194 1.017702 1.002035 0.997012 1.002499 0.998724 0.922017 1.006414 1.922533 1.877252 1.244236 1.529705 1.536646 2.016813 1.772379 48.358067 30.563197 2.461612 1.856890 1.056753 1.174564 1.777996 1.123228 1.481358 1.393327 1.487100 1.303995 1.389240 1.858301 0.988081 0.999414 1.004475 0.831436 1.000176 0.823439 1.085976 1.017680 1.000305 1.001197 1.033346 0.831022 1.002623 0.990953 1.005306 0.935213 0.996696 1.002969 0.998396 1.000490 1.000521 1.000122 0.986999 1.000000 2720.158230 0.154042 22.761474 0.000000 0.000000 106.665082 5877.274477 32.709681 487.394394 41.736490 28.509280 0.123623 18.807380 85.227394 8.509596 214.935824 161.036899 129.126209 3.052690 633.499596 39342.913453 71129.385461 526.803928 5790.958639 727.053505 24030.752338 3029.388588 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.616466 0.102392 62.120690 0.000000 -344.710938 0.000000
8.000000e+00 4192151.792616 947944.579244 145736.709583 7616.259814 68815.931971 12315.617529 1604.175696 10256.742616 3481.206825 141673.859387 4040.920160 68788.468416 236324.388021 971.865184 338.952033 23102.754388 9491.198089 2658.295444 12098.745565 404957.733169 206720.060774 154195.485901 12878.663597 1475.615592 6491.207777 1068.575517 124.629637 6708.725723 44.928882 597.753592 51.551845 32.290288 0.156970 634.901297 2319.904293 9.172783 242.003873 1351.734427 903.800268 13.990627 3438.781544 41344.932583 74210.972533 555.886240 24837.466781 833.930598 27073.608661 20393.416773 1432.739176 2387.852892 5257.146321 218.321578 171.744265 4745.990050 28136.218364 9484.596280 7928.888941 7.015961 2652.481215 62590.983170 54.651957 44.720615 9.906231 508.595296 409.824224 23.098078 543.144700 445.318727 192.849747 428.589027 8918.283922 7789538.643036 13794.961090 1184642.411288 0.997259 1.341260 0.987846 0.980879 0.998201 0.999535 0.827622 1.008129 0.995053 0.996316 1.039985 0.992049 1.001780 1.022015 1.030583 1.054184 0.978076 0.999668 1.010826 1.019349 1.002242 0.996681 1.002692 0.998533 0.924457 1.009677 1.950530 1.889471 1.256343 1.537399 1.545677 2.034449 1.827768 64.802781 40.754171 2.475821 1.863664 1.153694 1.240371 2.053106 1.175978 1.484456 1.396099 1.491025 1.347748 1.392016 1.864827 0.986511 0.999348 1.005533 0.831980 1.000197 0.823995 1.096074 1.019785 1.000341 1.001297 1.039941 0.831043 1.002936 0.989879 1.005837 0.929639 0.996558 1.003121 0.998231 1.000542 1.000723 1.000323 0.988361 1.000000 2965.792568 0.124443 25.787190 0.000000 0.000000 106.796634 5882.374303 32.749516 487.808686 41.772054 28.533050 0.123774 18.823431 85.278158 8.518005 215.123093 161.357150 129.251789 3.055843 634.145190 39403.597904 71245.804761 527.630820 5791.512607 728.001131 24051.428850 3465.623854 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.672775 0.098478 62.189655 0.000000 -348.189682 0.000000
9.000000e+00 4191296.865305 961184.500045 145647.437548 7671.819277 68799.718783 12314.657487 1563.912763 10269.237538 3478.419556 141600.240561 4060.866848 68738.619738 236126.300829 973.810350 339.893275 23216.094203 9479.340967 2658.197247 12105.741176 405600.370653 206762.731603 154143.878914 12881.000057 1475.329315 6508.145314 1072.032966 126.487518 6754.539923 45.379709 600.922502 51.868886 32.586176 0.162144 814.739804 2969.817540 9.228244 242.899208 1478.925690 955.351256 16.133939 3602.157898 41431.628186 74358.285576 557.351574 25645.926723 835.596622 27168.011791 20361.337941 1432.646249 2390.362723 5260.575881 218.326098 171.859954 4789.474917 28194.080271 9484.937633 7929.606139 7.060304 2652.549044 62610.453282 54.593358 44.744777 9.848150 508.532738 409.889888 23.094329 543.173009 445.408566 192.888548 429.179784 10127.009183 8414346.063833 11152.531402 1326688.736998 0.997056 1.359994 0.987241 0.988035 0.997966 0.999457 0.806850 1.009357 0.994256 0.995798 1.045119 0.991330 1.000941 1.024060 1.033445 1.059355 0.976854 0.999631 1.011410 1.020967 1.002449 0.996347 1.002874 0.998340 0.926869 1.012944 1.979607 1.902374 1.268950 1.545549 1.555183 2.053091 1.888012 83.158446 52.171312 2.490791 1.870559 1.262250 1.311119 2.367634 1.231849 1.487568 1.398871 1.494955 1.391617 1.394797 1.871330 0.984960 0.999283 1.006590 0.832523 1.000218 0.824550 1.106117 1.021882 1.000377 1.001387 1.046513 0.831065 1.003248 0.988817 1.006381 0.924188 0.996435 1.003282 0.998069 1.000594 1.000925 1.000524 0.989724 1.000000 3203.682036 0.100606 28.879241 0.000000 0.000000 106.928149 5887.471037 32.789339 488.222714 41.807595 28.556804 0.123924 18.839473 85.328874 8.526410 215.310251 161.677093 129.377117 3.058990 634.789529 39464.298644 71362.264486 528.457819 5792.062890 728.948624 24072.092505 3887.822838 0.000000 0.000000 0.000000 444.779765 192.617167 425.044536 0.735316 0.094729 62.241379 0.000000 -351.649006 0.000000
