Time HEP_DEN HEP_SN HEP_RN HEP_Biomass HEC_DEN HEC_SN HEC_RN HEC_Biomass CHY_DEN CHY_SN CHY_RN CHY_Biomass CHS_DEN CHS_SN CHS_RN CHS_Biomass CSY_DEN CSY_SN CSY_RN CSY_Biomass CSS_DEN CSS_SN CSS_RN CSS_Biomass CSN_DEN CSN_SN CSN_RN CSN_Biomass CDS_DEN CDS_SN CDS_RN CDS_Biomass CNY_DEN CNY_SN CNY_RN CNY_Biomass CNS_DEN CNS_SN CNS_RN CNS_Biomass CHC_DEN CHC_SN CHC_RN CHC_Biomass CYE_DEN CYE_SN CYE_RN CYE_Biomass CKS_DEN CKS_SN CKS_RN CKS_Biomass COH_DEN COH_SN COH_RN COH_Biomass COS_DEN COS_SN COS_RN COS_Biomass COD_DEN COD_SN COD_RN COD_Biomass COY_DEN COY_SN COY_RN COY_Biomass CMS_DEN CMS_SN CMS_RN CMS_Biomass CMF_DEN CMF_SN CMF_RN CMF_Biomass CMH_DEN CMH_SN CMH_RN CMH_Biomass PIS_DEN PIS_SN PIS_RN PIS_Biomass SAL_DEN SAL_SN SAL_RN SAL_Biomass SAF_DEN SAF_SN SAF_RN SAF_Biomass DOG_DEN DOG_SN DOG_RN DOG_Biomass BE_DEN BE_SN BE_RN BE_Biomass CSL_DEN CSL_SN CSL_RN CSL_Biomass PIN_DEN PIN_SN PIN_RN PIN_Biomass ROR_DEN ROR_SN ROR_RN ROR_Biomass TOR_DEN TOR_SN TOR_RN TOR_Biomass HUW_DEN HUW_SN HUW_RN HUW_Biomass
0.000000e+00 2.893681e+08 1.066731e+02 2.826837e+02 1.284409e+04 3.649661e+07 9.731065e+01 2.578732e+02 1.477783e+03 1.662764e+04 4.725127e+03 1.252159e+04 3.269203e+01 9.353177e+05 4.613713e+03 1.222634e+04 1.795591e+03 1.548886e+04 4.056776e+03 1.075046e+04 2.614558e+01 1.413481e+05 4.124196e+03 1.092912e+04 2.425643e+02 1.211988e+04 4.123044e+03 1.092607e+04 2.079285e+01 3.907720e+03 4.249413e+03 1.126095e+04 6.909556e+00 2.098000e+01 5.407277e+03 1.432928e+04 4.720433e-02 2.148050e+03 4.642961e+03 1.230385e+04 4.149895e+00 1.113020e+04 4.709925e+03 1.248130e+04 2.181296e+01 8.231400e+02 4.740914e+03 1.256342e+04 1.623804e+00 3.419300e+04 4.614179e+03 1.222758e+04 6.564919e+01 6.686827e+05 3.835440e+03 1.016392e+04 1.067168e+03 4.235913e+05 3.832384e+03 1.015582e+04 6.754819e+02 3.462580e+03 3.856647e+03 1.022012e+04 5.556579e+00 1.668883e+06 3.835431e+03 1.016389e+04 2.663409e+03 1.193670e+07 4.508107e+02 1.194648e+03 2.239114e+03 1.852298e+07 4.508109e+02 1.194649e+03 3.474586e+03 1.597820e+05 4.508617e+02 1.194783e+03 2.997567e+01 1.414134e+07 2.149697e+03 5.696696e+03 1.264927e+04 1.769090e+05 2.140220e+03 5.671584e+03 1.575455e+02 3.824476e+06 4.613694e+03 1.222629e+04 7.342069e+03 6.801149e+06 2.798140e+03 7.415072e+03 7.918620e+03 2.368000e+03 1.081471e+04 2.865898e+04 1.065600e+01 5.562000e+03 1.765288e+05 4.678012e+05 4.085490e+02 1.370000e+02 4.059069e+05 1.075653e+06 2.313901e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 2.892146e+08 1.068441e+02 2.831368e+02 1.285785e+04 3.648492e+07 9.732235e+01 2.579042e+02 1.477487e+03 1.662503e+04 4.785344e+03 1.268116e+04 3.310346e+01 9.352057e+05 4.730766e+03 1.253653e+04 1.840926e+03 1.548554e+04 4.092787e+03 1.084589e+04 2.637202e+01 1.412546e+05 4.163871e+03 1.103426e+04 2.447358e+02 1.211808e+04 4.178278e+03 1.107244e+04 2.106827e+01 3.906442e+03 4.409118e+03 1.168416e+04 7.166891e+00 2.097418e+01 5.585999e+03 1.480290e+04 4.875101e-02 2.144790e+03 4.824116e+03 1.278391e+04 4.305268e+00 1.111597e+04 4.794965e+03 1.270666e+04 2.217841e+01 8.230246e+02 4.792757e+03 1.270081e+04 1.641330e+00 3.418887e+04 4.691656e+03 1.243289e+04 6.674343e+01 6.685173e+05 4.208914e+03 1.115362e+04 1.170794e+03 4.235505e+05 4.324962e+03 1.146115e+04 7.622286e+02 3.461750e+03 4.265434e+03 1.130340e+04 6.144077e+00 1.668873e+06 4.246793e+03 1.125400e+04 2.949050e+03 1.193628e+07 4.540902e+02 1.203339e+03 2.255324e+03 1.851402e+07 4.538991e+02 1.202833e+03 3.496695e+03 1.597671e+05 4.577025e+02 1.212912e+03 3.042764e+01 1.413950e+07 2.401274e+03 6.363377e+03 1.412777e+04 1.768911e+05 2.154982e+03 5.710701e+03 1.586161e+02 3.824145e+06 4.701528e+03 1.245905e+04 7.481197e+03 6.596644e+06 2.799443e+03 7.418525e+03 7.684090e+03 2.302187e+03 1.081732e+04 2.866590e+04 1.036234e+01 5.560801e+03 1.768793e+05 4.687300e+05 4.092720e+02 1.368124e+02 4.062181e+05 1.076478e+06 2.312504e+01 1.790000e-13 7.329704e+06 1.942371e+07 5.459302e-13 1.790000e-13 7.329704e+06 1.942371e+07 5.459302e-13 1.790000e-13 5.676868e+07 1.504370e+08 4.228239e-12
2.000000e+00 2.891201e+08 1.069122e+02 2.833173e+02 1.286184e+04 3.647689e+07 9.732982e+01 2.579240e+02 1.477275e+03 1.095412e+04 1.961256e+03 5.197328e+03 8.939421e+00 6.495897e+05 2.345489e+03 6.215545e+03 6.339722e+02 1.127888e+04 2.151185e+03 5.700640e+03 1.009582e+01 1.028402e+05 2.269702e+03 6.014710e+03 9.712460e+01 8.824707e+03 2.299487e+03 6.093641e+03 8.443626e+00 2.647664e+03 2.258515e+03 5.985064e+03 2.488190e+00 1.322045e+01 2.350627e+03 6.229161e+03 1.293086e-02 1.446102e+03 2.331571e+03 6.178664e+03 1.402960e+00 7.413469e+03 2.954351e+03 7.829030e+03 9.113418e+00 5.407622e+02 1.926439e+03 5.105063e+03 4.334702e-01 2.374574e+04 2.322623e+03 6.154952e+03 2.294892e+01 4.702657e+05 3.681515e+03 9.756016e+03 7.203899e+02 3.521261e+05 3.696629e+03 9.796066e+03 5.416288e+02 2.744388e+03 3.385863e+03 8.972537e+03 3.866452e+00 1.372104e+06 3.533633e+03 9.364127e+03 2.017466e+03 1.181735e+07 3.645286e+02 9.660009e+02 1.792460e+03 1.832681e+07 3.640940e+02 9.648492e+02 2.776503e+03 1.581675e+05 3.712144e+02 9.837182e+02 2.443091e+01 1.371649e+07 2.494716e+03 6.610998e+03 1.423842e+04 1.604032e+05 1.523314e+03 4.036781e+03 1.016717e+02 2.656311e+06 2.326175e+03 6.164363e+03 2.571101e+03 6.188347e+06 2.799982e+03 7.419952e+03 7.209873e+03 2.286338e+03 1.081804e+04 2.866781e+04 1.029169e+01 5.560482e+03 1.769786e+05 4.689932e+05 4.094782e+02 1.367621e+02 4.063037e+05 1.076705e+06 2.312141e+01 1.790000e-13 7.329704e+06 1.942371e+07 5.459302e-13 1.790000e-13 7.329704e+06 1.942371e+07 5.459302e-13 1.790000e-13 5.676868e+07 1.504370e+08 4.228239e-12
3.000000e+00 2.890007e+08 1.069820e+02 2.835023e+02 1.286493e+04 3.646639e+07 9.733981e+01 2.579505e+02 1.477001e+03 2.108893e+04 1.179303e+03 3.080750e+03 1.024176e+01 8.979024e+05 1.765294e+03 4.678029e+03 6.595442e+02 1.582833e+04 1.578384e+03 4.182718e+03 1.039550e+01 1.457478e+05 1.628956e+03 4.316734e+03 9.878912e+01 1.119345e+04 1.851317e+03 4.905990e+03 8.622685e+00 3.525192e+03 1.808289e+03 4.791965e+03 2.652456e+00 3.731700e+01 9.640480e+02 2.554727e+03 1.496936e-02 1.177991e+06 7.913812e+01 2.097160e+02 3.879050e+01 7.497357e+06 5.009314e+01 1.327468e+02 1.562731e+02 1.027409e+03 1.082379e+03 2.868304e+03 4.627223e-01 2.574945e+04 2.199310e+03 5.828172e+03 2.356418e+01 6.853693e+05 2.674780e+03 7.088167e+03 7.627995e+02 3.965438e+05 3.461604e+03 9.173251e+03 5.711712e+02 6.962472e+03 1.495229e+03 3.962356e+03 4.331804e+00 1.512119e+06 3.378346e+03 8.952616e+03 2.125630e+03 1.275883e+07 3.421496e+02 9.066963e+02 1.816454e+03 1.844609e+07 3.658997e+02 9.696341e+02 2.808433e+03 1.617772e+05 3.724116e+02 9.868908e+02 2.506907e+01 1.398435e+07 2.583551e+03 6.844485e+03 1.503032e+04 1.684306e+05 1.460736e+03 3.870952e+03 1.023742e+02 2.688008e+06 2.366584e+03 6.271447e+03 2.646977e+03 5.781303e+06 2.800518e+03 7.421374e+03 6.736927e+03 2.270880e+03 1.081871e+04 2.866958e+04 1.022274e+01 5.560163e+03 1.770119e+05 4.690816e+05 4.095320e+02 1.367119e+02 4.063832e+05 1.076915e+06 2.311744e+01 7.760000e-02 2.781739e+06 7.371610e+06 8.982059e-02 3.346667e-02 2.781739e+06 7.371610e+06 3.873706e-02 6.930000e-02 2.048648e+07 5.428916e+07 5.907425e-01
4.000000e+00 2.888786e+08 1.070521e+02 2.836882e+02 1.286792e+04 3.645564e+07 9.735032e+01 2.579784e+02 1.476726e+03 3.122074e+04 9.066404e+02 2.358015e+03 1.161945e+01 1.146176e+06 1.442418e+03 3.822409e+03 6.879239e+02 2.037577e+04 1.263859e+03 3.349227e+03 1.071545e+01 1.885807e+05 1.282844e+03 3.399538e+03 1.006628e+02 1.356079e+04 1.563113e+03 4.142248e+03 8.820090e+00 4.402097e+03 1.549033e+03 4.104937e+03 2.837383e+00 6.139879e+01 6.886838e+02 1.825012e+03 1.759452e-02 2.350723e+06 1.069403e+02 2.833917e+02 1.046021e+02 1.496590e+07 6.398539e+01 1.695613e+02 3.984570e+02 1.513914e+03 7.860950e+02 2.083152e+03 4.951924e-01 2.775251e+04 2.095568e+03 5.553255e+03 2.419924e+01 9.004024e+05 2.189202e+03 5.801386e+03 8.202009e+02 4.409546e+05 3.295617e+03 8.733386e+03 6.046839e+02 1.117871e+04 1.095087e+03 2.901981e+03 5.093756e+00 1.652131e+06 3.263930e+03 8.649414e+03 2.243794e+03 1.370029e+07 3.229333e+02 8.557732e+02 1.840943e+03 1.856537e+07 3.676810e+02 9.743547e+02 2.840354e+03 1.653864e+05 3.736206e+02 9.900945e+02 2.571156e+01 1.425219e+07 2.670657e+03 7.072437e+03 1.583009e+04 1.764574e+05 1.403929e+03 3.720413e+03 1.030820e+02 2.719701e+06 2.406232e+03 6.376515e+03 2.723055e+03 5.377215e+06 2.801052e+03 7.422789e+03 6.267240e+03 2.255797e+03 1.081943e+04 2.867149e+04 1.015552e+01 5.559845e+03 1.770459e+05 4.691716e+05 4.095870e+02 1.366618e+02 4.064630e+05 1.077127e+06 2.311350e+01 1.552000e-01 2.781774e+06 7.371703e+06 1.796434e-01 6.693333e-02 2.782097e+06 7.372558e+06 7.748408e-02 1.386000e-01 2.048652e+07 5.428927e+07 1.181487e+00
5.000000e+00 2.887554e+08 1.071218e+02 2.838728e+02 1.287081e+04 3.644479e+07 9.736113e+01 2.580070e+02 1.476450e+03 4.134961e+04 7.706483e+02 2.001924e+03 1.306951e+01 1.394409e+06 1.239030e+03 3.283430e+03 7.189024e+02 2.492093e+04 1.066049e+03 2.825029e+03 1.105450e+01 2.313182e+05 1.067297e+03 2.828337e+03 1.027290e+02 1.592601e+04 1.363329e+03 3.612821e+03 9.034525e+00 5.278334e+03 1.384524e+03 3.668988e+03 3.040851e+00 8.546595e+01 5.837082e+02 1.546827e+03 2.075805e-02 3.519455e+06 1.346482e+02 3.568176e+02 1.971849e+02 2.241179e+07 7.844572e+01 2.078812e+02 7.315491e+02 2.000254e+03 6.376751e+02 1.689839e+03 5.307406e-01 2.975475e+04 2.007099e+03 5.318812e+03 2.484980e+01 1.115366e+06 1.922046e+03 5.093423e+03 8.920290e+02 4.853585e+05 3.178318e+03 8.422543e+03 6.418858e+02 1.539313e+04 9.589833e+02 2.541306e+03 6.142368e+00 1.792141e+06 3.179567e+03 8.425852e+03 2.371034e+03 1.464175e+07 3.062302e+02 8.115101e+02 1.865686e+03 1.868464e+07 3.694022e+02 9.789158e+02 2.871984e+03 1.689951e+05 3.747432e+02 9.930694e+02 2.635151e+01 1.452001e+07 2.754110e+03 7.294892e+03 1.663392e+04 1.844833e+05 1.352103e+03 3.583073e+03 1.037921e+02 2.751392e+06 2.444673e+03 6.478384e+03 2.798794e+03 4.977859e+06 2.801581e+03 7.424189e+03 5.802878e+03 2.241077e+03 1.082020e+04 2.867354e+04 1.008997e+01 5.559527e+03 1.770806e+05 4.692636e+05 4.096440e+02 1.366117e+02 4.065433e+05 1.077340e+06 2.310960e+01 2.328000e-01 2.781812e+06 7.371802e+06 2.694688e-01 1.004000e-01 2.782480e+06 7.373573e+06 1.162421e-01 2.079000e-01 2.048656e+07 5.428938e+07 1.772235e+00
6.000000e+00 2.886318e+08 1.071906e+02 2.840552e+02 1.287356e+04 3.643385e+07 9.737219e+01 2.580363e+02 1.476174e+03 5.147567e+04 6.909699e+02 1.794985e+03 1.458815e+01 1.642601e+06 1.100633e+03 2.916677e+03 7.522674e+02 2.946359e+04 9.307934e+02 2.466602e+03 1.141134e+01 2.739451e+05 9.209139e+02 2.440422e+03 1.049737e+02 1.828836e+04 1.217582e+03 3.226592e+03 9.265540e+00 6.153849e+03 1.273881e+03 3.375786e+03 3.261922e+00 1.095186e+02 5.361199e+02 1.420718e+03 2.443135e-02 4.684071e+06 1.614148e+02 4.277493e+02 3.146043e+02 2.983352e+07 9.275317e+01 2.457959e+02 1.151412e+03 2.486395e+03 5.501595e+02 1.457923e+03 5.691889e-01 3.175603e+04 1.930732e+03 5.116439e+03 2.551208e+01 1.330263e+06 1.766266e+03 4.680605e+03 9.776680e+02 5.297558e+05 3.096327e+03 8.205267e+03 6.825277e+02 1.960581e+04 9.152000e+02 2.425280e+03 7.466181e+00 1.932148e+06 3.117778e+03 8.262111e+03 2.506590e+03 1.558318e+07 2.915656e+02 7.726488e+02 1.890559e+03 1.880395e+07 3.710478e+02 9.832767e+02 2.903198e+03 1.726031e+05 3.757372e+02 9.957036e+02 2.698551e+01 1.478781e+07 2.834421e+03 7.508824e+03 1.743675e+04 1.925085e+05 1.304602e+03 3.457194e+03 1.045022e+02 2.783081e+06 2.481543e+03 6.576088e+03 2.873726e+03 4.585062e+06 2.802103e+03 7.425572e+03 5.345976e+03 2.226859e+03 1.082101e+04 2.867569e+04 1.002671e+01 5.559213e+03 1.771157e+05 4.693567e+05 4.097021e+02 1.365619e+02 4.066234e+05 1.077552e+06 2.310572e+01 3.104000e-01 2.781853e+06 7.371911e+06 3.592970e-01 1.338667e-01 2.782862e+06 7.374586e+06 1.550108e-01 2.772000e-01 2.048660e+07 5.428950e+07 2.362985e+00
7.000000e+00 2.885068e+08 1.072589e+02 2.842362e+02 1.287619e+04 3.642274e+07 9.738356e+01 2.580664e+02 1.475897e+03 6.159858e+04 6.400015e+02 1.663489e+03 1.617566e+01 1.890749e+06 1.001686e+03 2.654467e+03 7.880668e+02 3.400377e+04 8.330084e+02 2.207472e+03 1.178621e+01 3.163974e+05 8.155355e+02 2.161169e+03 1.073677e+02 2.064711e+04 1.107423e+03 2.934670e+03 9.514156e+00 7.028610e+03 1.197122e+03 3.172373e+03 3.501108e+00 1.335569e+02 5.144558e+02 1.363308e+03 2.858987e-02 5.843414e+06 1.871224e+02 4.958744e+02 4.549778e+02 3.722981e+07 1.068058e+02 2.830352e+02 1.654562e+03 2.972357e+03 4.936467e+02 1.308164e+03 6.105411e-01 3.375618e+04 1.864482e+03 4.940877e+03 2.618842e+01 1.545094e+06 1.675367e+03 4.439724e+03 1.077117e+03 5.741466e+05 3.041927e+03 8.061106e+03 7.267236e+02 2.381676e+04 9.145401e+02 2.423531e+03 9.063231e+00 2.072153e+06 3.074648e+03 8.147816e+03 2.651031e+03 1.652461e+07 2.786167e+02 7.383342e+02 1.915738e+03 1.892327e+07 3.726474e+02 9.875156e+02 2.934215e+03 1.762101e+05 3.766878e+02 9.982228e+02 2.761914e+01 1.505560e+07 2.911788e+03 7.715597e+03 1.824019e+04 2.005330e+05 1.260928e+03 3.341458e+03 1.052140e+02 2.814767e+06 2.517114e+03 6.670353e+03 2.948106e+03 4.200684e+06 2.802620e+03 7.426942e+03 4.898712e+03 2.213121e+03 1.082186e+04 2.867793e+04 9.965631e+00 5.558901e+03 1.771515e+05 4.694515e+05 4.097618e+02 1.365123e+02 4.067034e+05 1.077764e+06 2.310188e+01 3.880000e-01 2.781896e+06 7.372025e+06 4.491282e-01 1.673333e-01 2.783244e+06 7.375598e+06 1.937901e-01 3.465000e-01 2.048664e+07 5.428961e+07 2.953737e+00
8.000000e+00 2.883796e+08 1.073269e+02 2.844162e+02 1.287866e+04 3.641143e+07 9.739526e+01 2.580974e+02 1.475616e+03 7.171859e+04 6.056846e+02 1.575477e+03 1.783300e+01 2.138850e+06 9.285102e+02 2.460552e+03 8.263514e+02 3.854120e+04 7.594544e+02 2.012554e+03 1.217937e+01 3.587070e+05 7.366100e+02 1.952016e+03 1.099449e+02 2.300157e+04 1.021820e+03 2.707823e+03 9.779791e+00 7.902605e+03 1.142617e+03 3.027936e+03 3.757239e+00 1.575795e+02 5.062792e+02 1.341640e+03 3.319613e-02 6.997908e+06 2.115776e+02 5.606806e+02 6.160779e+02 4.459961e+07 1.204138e+02 3.190965e+02 2.234626e+03 3.458087e+03 4.550515e+02 1.205887e+03 6.547782e-01 3.575501e+04 1.806788e+03 4.787989e+03 2.688078e+01 1.759857e+06 1.625584e+03 4.307798e+03 1.190377e+03 6.185305e+05 3.009468e+03 7.975090e+03 7.745485e+02 2.802589e+04 9.376765e+02 2.484843e+03 1.093478e+01 2.212156e+06 3.046935e+03 8.074377e+03 2.804636e+03 1.746601e+07 2.671215e+02 7.078721e+02 1.941335e+03 1.904259e+07 3.742188e+02 9.916798e+02 2.965168e+03 1.798158e+05 3.776384e+02 1.000742e+03 2.825542e+01 1.532336e+07 2.987139e+03 7.915804e+03 1.904595e+04 2.085564e+05 1.220662e+03 3.234755e+03 1.059295e+02 2.846449e+06 2.551639e+03 6.761842e+03 3.022180e+03 3.826585e+06 2.803132e+03 7.428301e+03 4.463265e+03 2.199750e+03 1.082274e+04 2.868027e+04 9.906231e+00 5.558590e+03 1.771884e+05 4.695492e+05 4.098242e+02 1.364629e+02 4.067838e+05 1.077977e+06 2.309808e+01 4.656000e-01 2.781942e+06 7.372146e+06 5.389627e-01 2.008000e-01 2.783630e+06 7.376622e+06 2.325804e-01 4.158000e-01 2.048669e+07 5.428972e+07 3.544491e+00
9.000000e+00 2.882508e+08 1.073943e+02 2.845950e+02 1.288100e+04 3.639986e+07 9.740732e+01 2.581294e+02 1.475329e+03 8.183569e+04 5.818569e+02 1.514703e+03 1.955937e+01 2.386902e+06 8.730142e+02 2.313488e+03 8.670689e+02 4.307569e+04 7.024389e+02 1.861463e+03 1.259037e+01 4.008556e+05 6.756744e+02 1.790537e+03 1.126998e+02 2.535081e+04 9.538149e+02 2.527610e+03 1.006129e+01 8.775799e+03 1.103451e+03 2.924145e+03 4.029372e+00 1.815878e+02 5.058238e+02 1.340433e+03 3.821938e-02 8.147412e+06 2.347693e+02 6.221386e+02 7.959003e+02 5.194215e+07 1.334600e+02 3.536691e+02 2.884489e+03 3.943572e+03 4.277073e+02 1.133424e+03 7.018336e-01 3.775394e+04 1.756205e+03 4.653944e+03 2.758896e+01 1.974552e+06 1.603251e+03 4.248615e+03 1.317249e+03 6.629079e+05 2.994439e+03 7.935265e+03 8.259741e+02 3.223322e+04 9.748518e+02 2.583357e+03 1.307495e+01 2.352156e+06 3.031849e+03 8.034400e+03 2.967368e+03 1.840740e+07 2.568544e+02 6.806641e+02 1.967330e+03 1.916189e+07 3.757584e+02 9.957598e+02 2.996021e+03 1.834200e+05 3.785816e+02 1.003241e+03 2.889375e+01 1.559111e+07 3.060349e+03 8.109905e+03 1.985386e+04 2.165789e+05 1.183420e+03 3.136063e+03 1.066480e+02 2.878127e+06 2.585127e+03 6.850587e+03 3.095919e+03 3.464598e+06 2.803641e+03 7.429650e+03 4.041783e+03 2.186667e+03 1.082367e+04 2.868271e+04 9.848150e+00 5.558280e+03 1.772267e+05 4.696506e+05 4.098899e+02 1.364136e+02 4.068646e+05 1.078191e+06 2.309433e+01 5.432000e-01 2.781990e+06 7.372276e+06 6.288009e-01 2.342667e-01 2.784021e+06 7.377658e+06 2.713819e-01 4.851000e-01 2.048673e+07 5.428983e+07 4.135249e+00
